   0 GENERATE_RANDOM        key=00000000 alg=00000000 op=00000000  o@2f013a9c:4 | st=0 ol0=4
1035 DESTROY_KEY            key=40000002 alg=00000000 op=00000000   | st=0 
1036 HASH_UPDATE            key=00000000 alg=00000000 op=00000002 i@2f013894:4  | st=0 
1037 HASH_UPDATE            key=00000000 alg=00000000 op=00000002 i@2f006b29:74  | st=0 
1038 AEAD_DECRYPT           key=40000001 alg=05500200 op=00000000 i@2f006b25:69 i@2f013970:5 o@2f006b25:69 | st=0 ol0=53
1039 HASH_CLONE             key=00000000 alg=00000000 op=00000002 i@2f013954:4 o@2f013954:4 | st=0 ol0=4
1040 HASH_FINISH            key=00000000 alg=00000000 op=00000003  o@2f013954:4 o@2f013980:48 | st=0 ol0=4 ol1=48
1041 KD_SETUP               key=00000000 alg=0800050a op=00000000  o@2f013788:4 | st=0 ol0=4
1042 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f0081a0:48  | st=0 
1043 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f01378c:18  | st=0 
1044 KD_OUTPUT_BYTES        key=00000000 alg=00000000 op=00000003  o@2f013920:48 | st=0 ol0=48
1045 KD_ABORT               key=00000000 alg=00000000 op=00000003  o@2f013788:4 | st=0 ol0=4
1046 IMPORT_KEY             key=00000000 alg=00000000 op=00000000 i@2f013904:28 i@2f013920:48 o@2f013900:4 | st=0 ol0=4
1047 MAC_COMPUTE            key=40000002 alg=0380000a op=00000000 i@2f013980:48 o@2f00806d:48 | st=0 ol0=48
1048 DESTROY_KEY            key=40000002 alg=00000000 op=00000000   | st=0 
1049 HASH_UPDATE            key=00000000 alg=00000000 op=00000002 i@2f0139d4:4  | st=0 
1050 HASH_UPDATE            key=00000000 alg=00000000 op=00000002 i@2f006b29:48  | st=0 
1051 HASH_COMPUTE           key=00000000 alg=0200000a op=00000000 i@00000000:0 o@2f013820:48 | st=0 ol0=48
1052 KD_SETUP               key=00000000 alg=0800050a op=00000000  o@2f0136a8:4 | st=0 ol0=4
1053 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f008140:48  | st=0 
1054 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f0136ac:65  | st=0 
1055 KD_OUTPUT_BYTES        key=00000000 alg=00000000 op=00000003  o@2f013890:48 | st=0 ol0=48
1056 KD_ABORT               key=00000000 alg=00000000 op=00000003  o@2f0136a8:4 | st=0 ol0=4
1057 KD_SETUP               key=00000000 alg=0800040a op=00000000  o@2f01388c:4 | st=0 ol0=4
1058 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f013890:48  | st=0 
1059 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f0138c0:48  | st=0 
1060 KD_OUTPUT_BYTES        key=00000000 alg=00000000 op=00000003  o@2f008140:48 | st=0 ol0=48
1061 KD_ABORT               key=00000000 alg=00000000 op=00000003  o@2f01388c:4 | st=0 ol0=4
1062 HASH_CLONE             key=00000000 alg=00000000 op=00000002 i@2f0138f4:4 o@2f0138f4:4 | st=0 ol0=4
1063 HASH_FINISH            key=00000000 alg=00000000 op=00000003  o@2f0138f4:4 o@2f013930:48 | st=0 ol0=4 ol1=48
1064 KD_SETUP               key=00000000 alg=0800050a op=00000000  o@2f013740:4 | st=0 ol0=4
1065 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f008140:48  | st=0 
1066 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f013744:70  | st=0 
1067 KD_OUTPUT_BYTES        key=00000000 alg=00000000 op=00000003  o@2f007e84:48 | st=0 ol0=48
1068 KD_ABORT               key=00000000 alg=00000000 op=00000003  o@2f013740:4 | st=0 ol0=4
1069 KD_SETUP               key=00000000 alg=0800050a op=00000000  o@2f013740:4 | st=0 ol0=4
1070 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f008140:48  | st=0 
1071 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f013744:70  | st=0 
1072 KD_OUTPUT_BYTES        key=00000000 alg=00000000 op=00000003  o@2f007eb4:48 | st=0 ol0=48
1073 KD_ABORT               key=00000000 alg=00000000 op=00000003  o@2f013740:4 | st=0 ol0=4
1074 KD_SETUP               key=00000000 alg=0800050a op=00000000  o@2f013740:4 | st=0 ol0=4
1075 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f008140:48  | st=0 
1076 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f013744:68  | st=0 
1077 KD_OUTPUT_BYTES        key=00000000 alg=00000000 op=00000003  o@2f007ee4:48 | st=0 ol0=48
1078 KD_ABORT               key=00000000 alg=00000000 op=00000003  o@2f013740:4 | st=0 ol0=4
1079 KD_SETUP               key=00000000 alg=0800050a op=00000000  o@2f013770:4 | st=0 ol0=4
1080 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f007e84:48  | st=0 
1081 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f013774:13  | st=0 
1082 KD_OUTPUT_BYTES        key=00000000 alg=00000000 op=00000003  o@2f013960:32 | st=0 ol0=32
1083 KD_ABORT               key=00000000 alg=00000000 op=00000003  o@2f013770:4 | st=0 ol0=4
1084 KD_SETUP               key=00000000 alg=0800050a op=00000000  o@2f013770:4 | st=0 ol0=4
1085 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f007e84:48  | st=0 
1086 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f013774:12  | st=0 
1087 KD_OUTPUT_BYTES        key=00000000 alg=00000000 op=00000003  o@2f0139a0:12 | st=0 ol0=12
1088 KD_ABORT               key=00000000 alg=00000000 op=00000003  o@2f013770:4 | st=0 ol0=4
1089 KD_SETUP               key=00000000 alg=0800050a op=00000000  o@2f013770:4 | st=0 ol0=4
1090 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f007eb4:48  | st=0 
1091 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f013774:13  | st=0 
1092 KD_OUTPUT_BYTES        key=00000000 alg=00000000 op=00000003  o@2f013980:32 | st=0 ol0=32
1093 KD_ABORT               key=00000000 alg=00000000 op=00000003  o@2f013770:4 | st=0 ol0=4
1094 KD_SETUP               key=00000000 alg=0800050a op=00000000  o@2f013770:4 | st=0 ol0=4
1095 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f007eb4:48  | st=0 
1096 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f013774:12  | st=0 
1097 KD_OUTPUT_BYTES        key=00000000 alg=00000000 op=00000003  o@2f0139b0:12 | st=0 ol0=12
1098 KD_ABORT               key=00000000 alg=00000000 op=00000003  o@2f013770:4 | st=0 ol0=4
1099 IMPORT_KEY             key=00000000 alg=00000000 op=00000000 i@2f0138d4:28 i@2f013960:32 o@2f0087e0:4 | st=0 ol0=4
1100 IMPORT_KEY             key=00000000 alg=00000000 op=00000000 i@2f0138d4:28 i@2f013980:32 o@2f0087e4:4 | st=0 ol0=4
1101 HASH_CLONE             key=00000000 alg=00000000 op=00000002 i@2f013954:4 o@2f013954:4 | st=0 ol0=4
1102 HASH_FINISH            key=00000000 alg=00000000 op=00000003  o@2f013954:4 o@2f013980:48 | st=0 ol0=4 ol1=48
1103 KD_SETUP               key=00000000 alg=0800050a op=00000000  o@2f013788:4 | st=0 ol0=4
1104 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f008170:48  | st=0 
1105 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f01378c:18  | st=0 
1106 KD_OUTPUT_BYTES        key=00000000 alg=00000000 op=00000003  o@2f013920:48 | st=0 ol0=48
1107 KD_ABORT               key=00000000 alg=00000000 op=00000003  o@2f013788:4 | st=0 ol0=4
1108 IMPORT_KEY             key=00000000 alg=00000000 op=00000000 i@2f013904:28 i@2f013920:48 o@2f013900:4 | st=0 ol0=4
1109 MAC_COMPUTE            key=40000004 alg=0380000a op=00000000 i@2f013980:48 o@2f00806d:48 | st=0 ol0=48
1110 DESTROY_KEY            key=40000004 alg=00000000 op=00000000   | st=0 
1111 HASH_UPDATE            key=00000000 alg=00000000 op=00000002 i@2f0139b4:4  | st=0 
1112 HASH_UPDATE            key=00000000 alg=00000000 op=00000002 i@2f007479:48  | st=0 
1113 AEAD_ENCRYPT           key=40000000 alg=05500200 op=00000000 i@2f007475:64 i@2f013968:5 o@2f007475:2336 | st=0 ol0=80
1114 HASH_CLONE             key=00000000 alg=00000000 op=00000002 i@2f01397c:4 o@2f01397c:4 | st=0 ol0=4
1115 HASH_FINISH            key=00000000 alg=00000000 op=00000003  o@2f01397c:4 o@2f0139a8:48 | st=0 ol0=4 ol1=48
1116 KD_SETUP               key=00000000 alg=0800050a op=00000000  o@2f0137d8:4 | st=0 ol0=4
1117 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f008140:48  | st=0 
1118 KD_INPUT_BYTES         key=00000000 alg=00000000 op=00000003 i@2f0137dc:68  | st=0 
1119 KD_OUTPUT_BYTES        key=00000000 alg=00000000 op=00000003  o@2f007f14:48 | st=0 ol0=48
1120 KD_ABORT               key=00000000 alg=00000000 op=00000003  o@2f0137d8:4 | st=0 ol0=4
1121 IMPORT_KEY             key=00000000 alg=00000000 op=00000000 i@2f0137ec:28 i@2f0088e4:65 o@2f0137e8:4 | st=0 ol0=4
1122 DESTROY_KEY            key=40000004 alg=00000000 op=00000000   | st=0 
1123 DESTROY_KEY            key=00000000 alg=00000000 op=00000000   | st=0 
1124 AEAD_DECRYPT           key=40000003 alg=05500200 op=00000000 i@2f006b25:250 i@2f0139c0:5 o@2f006b25:250 | st=0 ol0=234
1125 AEAD_DECRYPT           key=40000003 alg=05500200 op=00000000 i@2f006b25:250 i@2f0139c0:5 o@2f006b25:250 | st=0 ol0=234
